Reading,Mote ID,Humidity,Temperature,Label,Is_Singlehop,Has_Fault,Temp_Mean,Temp_Std,Temp_Range,Temp_Change,Hum_Mean,Hum_Std,Hum_Range,Hum_Change,Temp_Hum_Ratio,Temp_Hum_Product,Total_Variability,Combined_Change,Fault_Type,Severity_Level,Fault_Type_Name,Severity_Name,Hierarchical_Label,Data_Source
1360.0,2.0,44.75,30.35,0.0,1.0,1.0,27.894,1.3155774397579192,3.5500000000000007,2.270000000000003,45.513999999999996,1.3832946179321313,3.539999999999999,-2.9200000000000017,0.6782122905027933,1358.1625000000001,2.6988720576900507,5.190000000000005,0,0,Normal,None,Normal_None,Original
286.0,1.0,47.67,28.32,0.0,0.0,1.0,28.195999999999998,1.2003432842316406,3.5500000000000007,-2.030000000000001,46.222,1.3995770789777904,3.260000000000005,2.9200000000000017,0.5940843297671491,1350.0144,2.599920363209431,4.950000000000003,0,0,Normal,None,Normal_None,Original
364.0,2.0,42.28,32.07,0.0,1.0,0.0,29.25,1.7151443087973681,4.640000000000001,3.75,45.796,2.0563423839429076,5.390000000000001,-5.390000000000001,0.7585146641438032,1355.9196,3.7714866927402757,9.14,0,0,Normal,None,Normal_None,Original
1463.0,4.0,63.3,26.07,0.0,0.0,1.0,28.977999999999998,2.05614590921948,6.0,-6.0,49.134,7.364223244850741,21.019999999999996,21.019999999999996,0.4118483412322275,1650.231,9.420369154070222,27.019999999999996,0,0,Normal,None,Normal_None,Original
2490.0,1.0,45.6,27.97,0.0,0.0,0.0,28.956,2.0662003775045634,6.0,1.8999999999999986,48.72,7.491966364046223,21.019999999999996,-17.699999999999996,0.6133771929824561,1275.432,9.558166741550787,19.599999999999994,0,0,Normal,None,Normal_None,Original
4112.0,2.0,45.03,27.24,0.0,0.0,1.0,28.334000000000003,2.0205405217416454,6.0,-0.7300000000000004,48.775999999999996,7.463073361558225,21.019999999999996,-0.5700000000000003,0.6049300466355763,1226.6172,9.48361388329987,1.3000000000000007,0,0,Normal,None,Normal_None,Original
1151.0,3.0,47.37,27.15,0.0,0.0,0.0,28.1,2.075610753489199,6.0,-0.08999999999999986,48.716,7.472923390481129,21.019999999999996,2.3399999999999963,0.5731475617479418,1286.0955,9.548534143970329,2.429999999999996,0,0,Normal,None,Normal_None,Original
3809.0,1.0,70.73,26.94,0.0,0.0,0.0,27.074,0.6102655159846403,1.8999999999999986,-0.2099999999999973,54.406000000000006,10.588073668047462,25.700000000000003,23.360000000000007,0.3808850558461756,1905.4662000000003,11.198339184032102,23.570000000000004,0,0,Normal,None,Normal_None,Original
2859.0,4.0,35.84,23.95,0.0,0.0,1.0,26.649999999999995,1.3938866524936666,4.02,-2.990000000000002,48.914,11.621697982652966,34.89,-34.89,0.6682477678571428,858.368,13.015584635146633,37.88,0,0,Normal,None,Normal_None,Original
2864.0,2.0,69.56,34.47,0.0,1.0,1.0,27.95,3.4835212070547237,10.52,10.52,53.705999999999996,13.969808302192268,34.89,33.72,0.49554341575618166,2344.7203164000043,17.45332950924699,44.239999999999995,0,0,Normal,None,Normal_None,Original
2350.0,2.0,32.18,17.58,0.0,0.0,1.0,26.018,5.4597487121661565,16.89,-16.19947,51.136,16.31471066246656,38.550000000000004,-37.38,0.5463020509633312,565.7244,21.774459374632716,53.30485000000008,0,0,Normal,None,Normal_None,Original
3067.0,4.0,58.98,26.33,0.0,1.0,0.0,25.853999999999996,5.435544498943965,16.89,8.75,53.458000000000006,16.439197547325723,38.550000000000004,26.799999999999997,0.44642251610715494,1552.9433999999999,21.85478579461393,35.55,0,0,Normal,None,Normal_None,Original
3873.0,2.0,69.97,26.91,0.0,0.0,0.0,25.848000000000003,5.434358839826461,16.89,0.5800000000000018,53.306,16.281552260150136,37.79,10.990000000000002,0.3845933971702158,1882.8926999999999,21.715911099976598,11.570000000000004,0,0,Normal,None,Normal_None,Original
2946.0,4.0,47.4,23.95,0.0,1.0,0.0,25.847999999999995,5.434358839826461,16.89,-2.960000000000001,55.617999999999995,14.34250800941035,37.79,-22.57,0.5052742616033755,1135.23,19.77686684923681,25.53,0,0,Normal,None,Normal_None,Original
3855.0,2.0,68.09,27.1,0.0,0.0,0.0,24.374000000000002,3.5784499437605666,9.520000000000003,3.150000000000002,55.324,14.06610763502114,37.79,20.690000000000005,0.39800264355999415,1845.2390000000003,17.644557578781708,23.840000000000007,0,0,Normal,None,Normal_None,Original
4004.0,3.0,45.28,23.78,0.0,1.0,0.0,25.613999999999997,1.4514075926492875,3.3200000000000003,-3.3200000000000003,57.944,10.199922744805473,24.689999999999998,-22.810000000000002,0.5251766784452296,1076.7584000000002,11.65133033745476,26.130000000000003,0,0,Normal,None,Normal_None,Original
817.0,1.0,22.57,18.07,0.0,0.0,1.0,23.992646,3.2645575504193522,9.030000000000001,-5.710000000000001,50.662,17.3510868823829,47.4,-22.71,0.8006202924235711,439.2589155,20.615644432802252,28.42,0,0,Normal,None,Normal_None,Original
2074.0,2.0,50.47,27.68,0.0,1.0,0.0,24.116000000000003,3.4147011582274667,9.61,9.61,46.762,14.536086681084427,45.52,27.9,0.5484446205666733,1397.0095999999999,17.950787839311893,37.51,0,0,Normal,None,Normal_None,Original
3767.0,1.0,69.37,26.74,0.0,0.0,0.0,24.674,3.566564733745905,9.61,-0.9400000000000013,51.156,17.150320813325912,46.800000000000004,18.900000000000006,0.38546922300706354,1854.9538,20.71688554707182,19.840000000000007,0,0,Normal,None,Normal_None,Original
3776.0,1.0,41.92,27.0,0.0,1.0,0.0,24.654,3.553159720586734,9.61,0.26000000000000156,45.922000000000004,15.048169855500703,46.800000000000004,-27.450000000000003,0.6440839694656488,1131.8400000000001,18.601329576087437,27.710000000000004,0,0,Normal,None,Normal_None,Original
1796.0,1.0,45.87,29.43,0.0,1.0,0.0,25.784,3.969547077438432,11.36,2.4299999999999997,46.04,15.044985875699586,46.800000000000004,3.9499999999999957,0.6415958142576847,1349.9541,19.01453295313802,6.3799999999999955,0,0,Normal,None,Normal_None,Original
2193.0,4.0,47.69,27.71,0.0,1.0,0.0,27.712,0.9385392906000262,2.6900000000000013,-1.7199999999999989,51.064,9.56490167225989,27.450000000000003,1.8200000000000003,0.5810442440763263,1321.4899,10.503440962859916,3.539999999999999,0,0,Normal,None,Normal_None,Original
3087.0,4.0,74.6,27.36,0.0,1.0,1.0,27.648000000000003,0.9493871707580636,2.6900000000000013,-0.3500000000000014,55.89,13.375917164815277,32.67999999999999,26.909999999999997,0.3667560321715818,2041.0559999999998,14.32530433557334,27.259999999999998,0,0,Normal,None,Normal_None,Original
3861.0,1.0,28.83,23.71,0.0,1.0,1.0,27.042,1.8630018786893368,5.719999999999999,-3.6499999999999986,47.782,14.94262814902385,45.769999999999996,-44.20984,0.8224072147069026,683.5593,16.805630027713185,49.419999999999995,0,0,Normal,None,Normal_None,Original
1974.0,1.0,44.13,28.57,0.0,1.0,0.0,27.356,1.959281500958961,5.719999999999999,4.859999999999999,48.224000000000004,14.794647140097661,45.769999999999996,15.300000000000004,0.6474053931565827,1260.7941,16.75392864105662,20.160000000000004,0,0,Normal,None,Normal_None,Original
2784.0,1.0,80.0,24.35,0.0,0.0,1.0,26.339999999999996,1.9373796736829874,4.859999999999999,-4.219999999999999,55.05,19.258773742860935,51.17,35.442150000000034,0.304375,1948.0,21.25374268538889,40.089999999999996,0,0,Normal,None,Normal_None,Original
3724.0,4.0,60.8,27.34,0.0,1.0,0.0,26.266000000000002,1.890128037991077,4.859999999999999,2.9899999999999984,57.672000000000004,19.026969700927154,51.17,-19.200000000000003,0.44967105263157897,1662.272,20.91709773891823,22.19,0,0,Normal,None,Normal_None,Original
3578.0,1.0,43.03,30.37,0.0,1.0,0.0,26.868000000000002,2.517811748324326,6.66,3.030000000000001,51.35799999999999,17.542097252039163,51.17,-17.769999999999996,0.7057866604694399,1306.8211000000001,20.05990900036349,20.799999999999997,0,0,Normal,None,Normal_None,Original
4209.0,2.0,56.39,25.53,0.0,0.0,1.0,27.232000000000006,2.1378344182840725,6.02,-4.84,56.870000000000005,13.450095910438705,36.97,13.36,0.45273984749068985,1439.6367,15.587930328722777,18.2,0,0,Normal,None,Normal_None,Original
600.0,1.0,60.69,33.62,0.0,0.0,1.0,28.242,3.369494917639733,9.269999999999996,8.089999999999996,60.182,11.848742380522921,36.97,4.299999999999997,0.5539627615752183,2040.3977999999997,15.218237298162654,12.389999999999993,0,0,Normal,None,Normal_None,Original
2838.0,3.0,55.57,26.98,0.0,1.0,0.0,28.768,2.8923720369274752,8.089999999999996,-6.639999999999997,55.29600000000001,6.497936903356325,17.769999999999996,-5.119999999999997,0.48551376642073063,1499.2786,9.3903089402838,11.759999999999994,0,0,Normal,None,Normal_None,Original
2596.0,2.0,66.85,27.85,0.0,0.0,0.0,28.870000000000005,2.848880481873536,8.089999999999996,0.870000000000001,56.50599999999999,7.835768245679549,23.819999999999993,11.279999999999994,0.4166043380703067,1861.7725,10.684648727553085,12.149999999999995,0,0,Normal,None,Normal_None,Original
3788.0,4.0,63.33,23.78,0.0,0.0,1.0,27.552,3.333259065839316,9.839999999999996,-4.07,60.565999999999995,4.231848768564395,11.279999999999994,-3.519999999999996,0.3754934470235276,1505.9874,7.565107834403711,7.589999999999996,0,0,Normal,None,Normal_None,Original
1144.0,4.0,66.96,31.83,0.0,0.0,1.0,28.812,3.516472095723211,9.839999999999996,8.049999999999997,62.40100200000002,4.257745882506374,11.389999999999993,3.6299999999999955,0.4753584229390681,2131.3367999999996,7.774217978229585,11.679999999999993,0,0,Normal,None,Normal_None,Original
3987.0,3.0,44.6,23.76,0.0,1.0,0.0,26.839999999999996,2.9929851319376772,8.069999999999997,-8.069999999999997,59.462,8.506358562863428,22.359999999999992,-22.359999999999992,0.5327354260089686,1059.6960000000001,11.499343694801105,30.42999999999999,0,0,Normal,None,Normal_None,Original
3002.0,2.0,64.65,27.31,0.0,0.0,0.0,26.906,2.9989771589660355,8.069999999999997,3.549999999999997,61.278,8.450669559271619,22.359999999999992,20.050000000000004,0.4224284609435421,1765.5915,11.449646718237654,23.6,0,0,Normal,None,Normal_None,Original
1957.0,4.0,31.36,34.45,0.0,0.0,1.0,28.226,4.296000931098596,10.690000000000001,7.140000000000004,54.17999999999999,13.922647736691465,35.599999999999994,-33.290000000000006,1.0985331632653061,1080.352,18.21864866779006,40.43000000000001,0,0,Normal,None,Normal_None,Original
1014.0,1.0,42.96,27.61,0.0,1.0,0.0,28.992,3.740504778769839,10.690000000000001,-6.840000000000003,50.106,13.626291645198263,35.599999999999994,11.600000000000001,0.6426908752327747,1186.1256,17.3667964239681,18.440000000000005,0,0,Normal,None,Normal_None,Original
1011.0,4.0,40.21,31.88,0.0,1.0,1.0,29.002000000000002,3.7481376708973753,10.690000000000001,4.27,44.75600000000001,10.94659874116157,33.290000000000006,-2.75,0.7928376025864212,1281.8948,14.694736412058944,7.02,0,0,Normal,None,Normal_None,Original
4699.0,4.0,44.36,26.73,0.0,1.0,0.0,29.595999999999997,3.038483832440121,7.720000000000002,-5.149999999999999,44.708000000000006,10.947703686161773,33.290000000000006,4.149999999999999,0.6025698827772769,1185.7428,13.986187518601895,9.299999999999997,0,0,Normal,None,Normal_None,Original
1116.0,4.0,59.82,33.43,0.0,0.0,1.0,30.82,3.103056557654082,7.720000000000002,6.699999999999999,43.742,9.222629559946556,28.46,15.46,0.558843196255433,1999.7826,12.325686117600638,22.16,0,0,Normal,None,Normal_None,Original
2448.0,1.0,62.16,27.02,1.0,1.0,0.0,29.334000000000003,2.7700873632432605,6.699999999999999,-6.41,49.902,9.18112498553418,21.949999999999996,2.3399999999999963,0.4346846846846847,1679.5631999999998,11.951212348777439,8.749999999999996,0,0,Normal,None,Normal_None,Original
1346.0,1.0,51.33,29.08,0.0,1.0,0.0,29.627999999999997,2.6467746409545336,6.699999999999999,2.0599999999999987,51.576,8.500608448811178,21.949999999999996,-10.829999999999998,0.5665302941749464,1492.6763999999998,11.147383089765711,12.889999999999997,0,0,Normal,None,Normal_None,Original
3915.0,3.0,45.47,27.28,0.0,1.0,0.0,28.708,2.4994671432127284,6.699999999999999,-1.7999999999999972,52.628,7.264509343376192,17.799999999999997,-5.859999999999999,0.5999560149549154,1240.4216000000001,9.76397648658892,7.659999999999997,0,0,Normal,None,Normal_None,Original
1632.0,2.0,47.27,29.87,0.0,1.0,0.0,29.336000000000002,2.310953050150522,6.41,2.59,53.21,6.671134835993048,16.689999999999998,1.8000000000000043,0.6319018404907976,1411.9549000000002,8.98208788614357,4.390000000000004,0,0,Normal,None,Normal_None,Original
3608.0,2.0,43.79,27.94,0.0,0.0,1.0,28.238,1.0828185443554241,2.8500000000000014,-1.9299999999999997,50.004,6.575291932682531,18.369999999999997,-3.480000000000004,0.6380452158026947,1223.4926,7.6581104770379556,5.410000000000004,0,0,Normal,None,Normal_None,Original
3921.0,3.0,60.94,28.18,0.0,1.0,1.0,28.47,0.9069950385751838,2.59,0.23999999999999844,49.76,6.127028643641221,17.15,17.15,0.4624220544798162,1717.2892,7.0340236822164055,17.389999999999997,0,0,Normal,None,Normal_None,Original
5374.0,4.0,56.47,23.92,0.0,1.0,0.0,27.438,1.9554273190277358,5.949999999999999,-4.259999999999998,50.788,6.707871197332279,17.15,-4.469999999999999,0.42358774570568447,1350.7624,8.663298516360015,8.729999999999997,0,0,Normal,None,Normal_None,Original
1206.0,2.0,63.11,26.44,0.0,0.0,1.0,27.270000000000003,1.9974183337498428,5.949999999999999,2.5199999999999996,54.315999999999995,7.566958702147118,19.32,6.640000000000001,0.41895103787038507,1668.6284,9.56437703589696,9.16,0,0,Normal,None,Normal_None,Original
2656.0,2.0,37.45,30.98,0.0,1.0,1.0,27.492,2.3111070940136025,7.059999999999999,4.539999999999999,52.352,10.018220201213385,25.659999999999997,-25.659999999999997,0.8272363150867823,1160.201,12.329327295226987,30.199999999999996,0,0,Normal,None,Normal_None,Original
3565.0,4.0,58.1,25.56,0.0,1.0,0.0,27.016000000000002,2.412679837856652,7.059999999999999,-5.420000000000002,55.214,9.17169689861151,25.659999999999997,20.65,0.4399311531841652,1485.036,11.584376736468162,26.07,0,0,Normal,None,Normal_None,Original
963.0,1.0,42.11,29.83,0.0,1.0,0.0,27.346000000000004,2.6504460002044934,7.059999999999999,4.27,51.448,9.885485117079485,25.659999999999997,-15.990000000000002,0.7083828069342198,1256.1413,12.535931117283978,20.26,0,0,Normal,None,Normal_None,Original
3242.0,4.0,43.95,26.84,0.0,0.0,0.0,27.93,2.094640780659061,5.420000000000002,-2.9899999999999984,48.943999999999996,9.88193827141214,25.659999999999997,1.8400000000000034,0.6106939704209329,1179.6180000000002,11.976579052071202,4.830000000000002,0,0,Normal,None,Normal_None,Original
307.0,3.0,45.29,27.11,0.0,0.0,0.0,28.064,2.0149501234521914,5.420000000000002,0.2699999999999996,45.38,6.890997025104567,20.65,1.3399999999999963,0.5985868845219695,1227.8119,8.90594714855676,1.6099999999999959,0,0,Normal,None,Normal_None,Original
4253.0,3.0,44.89,30.04,0.0,1.0,0.0,27.875999999999998,1.76209647862993,4.48,2.9299999999999997,46.86800000000001,5.7221268773070735,15.990000000000002,-0.3999999999999986,0.6691913566495878,1348.4956,7.4842233559370035,3.3299999999999983,0,0,Normal,None,Normal_None,Original
3697.0,3.0,42.98,27.46,0.0,1.0,0.0,28.256,1.3865150558143962,3.1999999999999993,-2.5799999999999983,43.844,1.1789418984835518,3.1799999999999997,-1.9100000000000037,0.6389018147975803,1180.2308,2.565456954297948,4.490000000000002,0,0,Normal,None,Normal_None,Original
1095.0,1.0,46.35,28.5,0.0,1.0,0.0,27.990000000000002,1.1696495201555033,3.1999999999999993,1.0399999999999991,44.69199999999999,1.1512845000259502,3.3700000000000045,3.3700000000000045,0.6148867313915858,1320.9750000000001,2.3209340201814532,4.410000000000004,0,0,Normal,None,Normal_None,Original
1212.0,2.0,45.92,29.22,0.0,1.0,0.0,28.465999999999998,1.0860865527203618,2.9299999999999997,0.7199999999999989,45.086,1.1669207342403354,3.3700000000000045,-0.4299999999999997,0.6363240418118467,1341.7824,2.253007286960697,1.1499999999999986,0,0,Normal,None,Normal_None,Original
3751.0,2.0,71.34,26.64,0.0,0.0,0.0,28.372000000000003,1.2123761792447088,3.3999999999999986,-2.5799999999999983,50.296,10.586018326075202,28.360000000000007,25.42,0.3734230445752733,1900.4976000000001,11.79839450531991,28.0,0,0,Normal,None,Normal_None,Original
742.0,1.0,40.95,31.1,0.0,0.0,1.0,28.584000000000003,1.535208129212453,4.460000000000001,4.460000000000001,49.508,11.09357543806324,30.39,-30.39,0.7594627594627594,1273.545,12.628783567275693,34.85,0,0,Normal,None,Normal_None,Original
3634.0,3.0,44.43,24.98,0.0,1.0,1.0,28.088,2.110908809020418,6.120000000000001,-6.120000000000001,49.798,10.936982033449631,30.39,3.479999999999997,0.5622327256358317,1109.8614,13.04789084247005,9.599999999999998,0,0,Normal,None,Normal_None,Original
286.0,3.0,38.57,30.26,0.0,1.0,0.0,28.440000000000005,2.28945408340067,6.120000000000001,5.280000000000001,48.242000000000004,11.833524242591471,32.77,-5.859999999999999,0.7845475758361421,1167.1282,14.122978325992142,11.14,0,0,Normal,None,Normal_None,Original
747.0,1.0,59.22,29.43,0.0,0.0,1.0,28.482,2.3052496610996394,6.120000000000001,-0.8300000000000018,50.902,12.489261627494237,32.77,20.65,0.4969604863221885,1742.8446,14.794511288593876,21.48,0,0,Normal,None,Normal_None,Original
809.0,3.0,50.59,22.78,0.0,1.0,1.0,27.71,3.2468692613038797,8.32,-6.649999999999999,46.751999999999995,7.432109794667998,20.65,-8.629999999999995,0.4502866179086776,1152.4402000000002,10.678979055971878,15.279999999999994,0,0,Normal,None,Normal_None,Original
323.0,4.0,42.87,24.04,0.0,0.0,1.0,26.298000000000002,2.990614652542183,7.48,1.259999999999998,47.136,7.167296840511073,20.65,-7.720000000000006,0.5607651038021927,1030.5947999999999,10.157911493053255,8.980000000000004,0,0,Normal,None,Normal_None,Original
3434.0,4.0,46.52,27.41,0.0,1.0,0.0,26.784,2.933847985155332,7.48,3.370000000000001,47.554,7.057394986820562,20.65,3.6500000000000057,0.5892089423903697,1275.1132,9.991242971975893,7.020000000000007,0,0,Normal,None,Normal_None,Original
1459.0,4.0,50.53,27.89,0.0,0.0,0.0,26.310000000000002,2.4921717436805992,6.649999999999999,0.4800000000000004,49.946000000000005,5.451057145178356,16.35,4.009999999999998,0.5519493370275084,1409.2817,7.943228888858956,4.489999999999998,0,0,Normal,None,Normal_None,Original
758.0,4.0,38.34,30.25,0.0,1.0,0.0,26.474,2.709587422468594,7.469999999999999,2.3599999999999994,45.77,4.691852512600967,12.25,-12.189999999999998,0.7889932185706833,1159.785,7.401439935069561,14.549999999999997,0,0,Normal,None,Normal_None,Original
2935.0,4.0,47.27,27.58,0.0,1.0,0.0,27.434000000000005,1.9838810448209845,6.210000000000001,-2.6700000000000017,45.10600000000001,4.168465425069518,12.189999999999998,8.93,0.5834567378887243,1303.7066,6.152346469890502,11.600000000000001,0,0,Normal,None,Normal_None,Original
3457.0,3.0,45.13,26.2,0.0,0.0,0.0,27.865999999999996,1.3228242513652373,4.050000000000001,-1.379999999999999,45.55800000000001,4.021439543248163,12.189999999999998,-2.1400000000000006,0.5805450919565699,1182.406,5.344263794613401,3.5199999999999996,0,0,Normal,None,Normal_None,Original
4366.0,3.0,44.39,26.71,0.0,0.0,0.0,27.726,1.398550678381016,4.050000000000001,0.5100000000000016,45.132000000000005,4.0097700682208695,12.189999999999998,-0.740000000000002,0.601712097319216,1185.6569,5.408320746601886,1.2500000000000036,0,0,Normal,None,Normal_None,Original
1696.0,2.0,45.52,29.51,0.0,1.0,1.0,28.05,1.5754745316887866,4.050000000000001,2.8000000000000007,44.13,3.045764271902866,8.93,1.1300000000000026,0.648286467486819,1343.2952000000002,4.621238803591653,3.9300000000000033,0,0,Normal,None,Normal_None,Original
3846.0,3.0,48.06,25.86,0.0,0.0,1.0,27.172000000000004,1.3047819741244135,3.650000000000002,-3.650000000000002,46.074000000000005,1.3717521642045991,3.6700000000000017,2.539999999999999,0.5380774032459426,1242.8316,2.6765341383290124,6.190000000000001,0,0,Normal,None,Normal_None,Original
2127.0,4.0,47.88,28.01,0.0,1.0,0.0,27.258,1.3424663869162619,3.650000000000002,2.150000000000002,46.196000000000005,1.4943440032335262,3.6700000000000017,-0.17999999999999972,0.5850041771094403,1341.1188000000002,2.836810390149788,2.330000000000002,0,0,Normal,None,Normal_None,Original
2387.0,3.0,46.94,27.65,0.0,0.0,0.0,27.548000000000002,1.234899186168653,3.650000000000002,-0.360000000000003,46.558,1.4090620994122298,3.6700000000000017,-0.9400000000000048,0.5890498508734555,1297.8909999999998,2.6439612855808825,1.3000000000000078,0,0,Normal,None,Normal_None,Original
4300.0,3.0,44.6,22.89,0.0,1.0,0.0,26.784000000000002,2.267206210294953,6.620000000000001,-4.759999999999998,46.6,1.3455110553243328,3.460000000000001,-2.3399999999999963,0.5132286995515695,1020.894,3.6127172656192856,7.099999999999994,0,0,Normal,None,Normal_None,Original
1209.0,3.0,44.28,26.75,0.0,0.0,1.0,26.232000000000006,1.8301737622422631,5.120000000000001,3.8599999999999994,46.352,1.6099987577634962,3.780000000000001,-0.3200000000000003,0.6041102077687444,1184.49,3.4401725200057593,4.18,0,0,Normal,None,Normal_None,Original
1829.0,2.0,45.01,27.63,0.0,1.0,1.0,26.586000000000002,1.8940496297615856,5.120000000000001,0.879999999999999,45.742,1.4130590928903153,3.6000000000000014,0.7299999999999969,0.6138635858698067,1243.6263,3.307108722651901,1.6099999999999959,0,0,Normal,None,Normal_None,Original
1626.0,1.0,43.77,29.07,0.0,1.0,0.0,26.797999999999995,2.0906879250619874,6.18,1.4400000000000013,44.92,1.0883933112620623,3.1699999999999946,-1.2399999999999949,0.6641535298149417,1272.3939,3.1790812363240497,2.679999999999996,0,0,Normal,None,Normal_None,Original
909.0,4.0,52.96,28.99,0.0,0.0,0.0,27.066000000000003,2.26162419513057,6.18,-0.08000000000000185,46.124,3.441979662926555,9.189999999999998,9.189999999999998,0.5473942598187311,1535.3103999999998,5.703603858057125,9.27,0,0,Normal,None,Normal_None,Original
762.0,4.0,49.27,29.07,0.0,0.0,1.0,28.302,0.9500821017154254,2.3200000000000003,0.08000000000000185,47.05800000000001,3.534093377374175,9.189999999999998,-3.6899999999999977,0.5900142074284555,1432.2789,4.4841754790896005,3.7699999999999996,0,0,Normal,None,Normal_None,Original
